@relation b_matrix-weka.filters.unsupervised.attribute.Remove-R1-4-weka.filters.unsupervised.attribute.StringToNominal-R1

@attribute loc numeric
@attribute wmc numeric
@attribute assignmentsQty numeric
@attribute mathOperationsQty numeric
@attribute qtyTryCatch numeric
@attribute qtyReturn numeric
@attribute fanin numeric
@attribute fanout numeric
@attribute age numeric
@attribute nAuth numeric
@attribute nr numeric
@attribute nSmell numeric
@attribute buggy {true,false}

@data
3,1,0,0,0,1,0,1,412,2,16,0,false
33,9,6,1,1,0,0,4,412,2,13,0,false
3,1,0,0,0,1,0,1,196,1,2,0,true
3,1,0,0,0,1,0,1,196,1,2,0,true
13,5,2,0,0,0,0,0,196,1,3,0,true
14,4,1,0,1,1,0,0,113,1,3,0,false
67,13,17,2,1,0,0,2,328,3,8,0,false
18,1,0,0,0,0,2,0,165,1,1,0,false
38,5,4,4,1,4,0,10,482,2,7,0,false
6,1,2,0,0,1,0,2,412,2,16,0,false
3,1,0,0,0,1,0,2,196,1,2,0,true
32,6,7,2,1,0,3,9,4,2,5,0,false
3,1,0,0,0,1,0,2,480,1,1,0,true
10,3,3,0,0,1,1,5,196,1,2,0,true
60,14,8,2,0,2,1,1,454,2,18,0,false
10,1,1,0,0,0,1,0,196,1,8,0,true
7,1,3,0,0,0,0,3,412,2,12,0,false
7,1,3,1,0,1,4,0,412,2,7,0,true
18,3,3,1,1,3,1,1,4,3,12,0,true
14,4,6,0,0,2,1,4,196,1,2,0,true
19,4,1,3,1,0,1,1,0,1,1,0,true
3,1,0,0,0,1,0,1,205,2,6,0,false
16,5,3,0,0,1,1,4,412,2,16,0,false
7,2,1,0,0,1,2,2,205,2,6,0,false
9,3,4,2,0,1,0,1,466,1,2,0,false
9,3,0,0,0,3,0,3,412,2,16,0,false
23,7,2,0,2,0,1,1,196,1,8,0,true
14,3,2,0,0,3,1,4,4,3,12,0,true
34,7,9,3,0,2,4,5,482,1,17,0,false
22,5,4,0,0,2,0,5,286,1,15,0,false
11,2,3,0,0,2,2,0,412,2,16,0,false
15,3,3,1,0,0,1,1,196,1,5,0,true
31,7,11,4,1,3,0,2,286,2,10,0,false
16,1,0,0,0,0,2,0,204,3,5,0,true
3,1,0,0,0,1,0,1,196,1,2,0,true
3,1,0,0,0,1,0,1,196,1,2,0,true
39,7,0,2,2,1,2,0,4,2,11,0,false
18,3,1,0,1,1,0,0,113,1,1,0,false
3,1,0,0,0,1,1,1,482,2,52,0,false
11,3,0,0,0,1,0,0,74,1,1,0,false
13,7,0,0,0,0,0,1,412,2,16,0,false
31,7,5,4,0,0,0,6,4,3,5,0,false
6,1,2,0,0,1,0,2,205,2,6,0,false
3,1,0,0,0,1,0,0,196,1,2,0,true
7,2,1,0,0,1,3,2,412,2,16,0,false
12,2,5,3,0,0,1,2,4,3,5,0,false
39,6,4,0,3,0,1,7,286,1,6,0,false
21,4,5,1,1,0,1,2,468,1,5,0,false
6,2,3,0,0,0,2,2,74,1,5,0,false
20,6,5,0,0,0,0,4,113,1,1,0,false
21,1,1,0,0,0,1,1,191,1,6,0,true
33,10,2,3,0,2,0,4,196,1,5,0,true
3,1,0,0,0,1,0,0,550,2,3,0,false
29,5,3,0,1,1,0,3,157,3,12,0,true
6,2,0,0,0,1,2,2,196,1,2,0,true
10,3,3,0,0,1,1,5,196,1,2,0,true
6,1,2,0,0,1,0,2,216,2,15,0,false
18,3,5,0,0,3,2,1,412,3,26,0,true
